,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,loan_status,Assets
3221,0,0,1,5700000,19400000,8,544,0,36400000
3222,4,0,1,5200000,18300000,10,355,0,18200000
3223,4,1,0,7400000,17500000,4,540,0,37900000
3224,5,1,0,6500000,16000000,14,444,0,40000000
3225,3,1,0,6200000,14900000,14,567,1,39900000
3226,5,0,1,2400000,6500000,20,513,0,16300000
3227,0,0,0,2500000,7100000,10,590,1,13500000
3228,2,1,1,2700000,8500000,20,368,0,17400000
3229,5,0,0,3000000,7600000,6,413,0,18900000
3230,4,1,1,6100000,13600000,4,401,0,37100000
3231,3,1,0,1500000,5400000,18,687,1,6800000
3232,2,1,0,6500000,14100000,14,577,1,45600000
3233,4,0,0,200000,700000,10,576,1,1300000
3234,1,0,0,9900000,23400000,16,687,1,69700000
3235,4,1,0,5500000,11600000,12,474,0,29900000
3236,4,1,0,1200000,4400000,6,709,1,10900000
3237,4,1,1,6900000,20200000,18,438,0,48300000
3238,3,1,1,8000000,25300000,4,306,1,60600000
3239,3,0,1,4100000,13900000,20,383,0,23800000
3240,2,1,0,1400000,4700000,20,563,1,6900000
3241,4,0,1,1600000,3200000,20,371,0,9500000
3242,1,1,0,2100000,4200000,12,379,0,15400000
3243,1,0,0,8800000,30200000,18,897,1,64800000
3244,3,0,1,7100000,25400000,10,725,1,50500000
3245,1,0,0,8600000,31500000,16,678,1,60600000
3246,2,0,1,5400000,14800000,6,724,1,19900000
3247,3,1,1,1000000,2500000,6,808,1,6000000
3248,0,1,0,5400000,18400000,8,625,1,32900000
3249,2,1,0,4200000,16800000,4,771,1,27300000
3250,2,0,0,7500000,22400000,14,695,1,36700000
3251,4,1,0,1200000,3300000,2,564,1,8500000
3252,4,1,1,6300000,14500000,10,349,0,38300000
3253,4,1,1,300000,900000,4,797,1,1700000
3254,3,1,0,7400000,28800000,8,391,0,58700000
3255,5,0,0,2200000,5400000,12,833,1,16800000
3256,5,1,0,4000000,9100000,10,515,0,22400000
3257,4,1,1,2700000,10400000,16,671,1,19400000
3258,0,0,1,2000000,6900000,4,404,1,13700000
3259,4,0,0,6400000,14800000,6,537,0,31100000
3260,5,0,1,1400000,5100000,4,348,1,8300000
3261,0,0,1,2800000,6300000,12,647,1,15100000
3262,2,0,1,8200000,28700000,14,316,0,61400000
3263,3,0,0,9000000,26700000,14,638,1,41800000
3264,5,0,1,800000,2100000,12,363,0,6200000
3265,4,0,1,6100000,21200000,6,808,1,36300000
3266,4,0,1,2400000,9400000,2,871,1,14600000
3267,4,1,1,6000000,17000000,12,607,1,44500000
3268,2,0,1,7900000,22500000,6,571,1,39400000
3269,3,1,1,9500000,25700000,18,446,0,69900000
3270,3,0,1,1800000,6400000,20,436,0,10100000
3271,3,0,1,5800000,14100000,12,738,1,39900000
3272,3,1,0,2800000,9400000,10,519,0,19700000
3273,3,1,1,4000000,8300000,8,531,0,32200000
3274,1,0,0,1000000,3400000,18,578,1,7000000
3275,0,1,0,9100000,21100000,20,578,1,51400000
3276,0,1,0,4600000,18100000,14,442,0,21900000
3277,2,0,0,7800000,16900000,6,751,1,55800000
3278,4,1,1,6600000,18800000,10,353,0,52200000
3279,5,0,0,9800000,26600000,12,664,1,44700000
3280,1,1,0,7400000,26600000,18,505,0,30900000
3281,3,1,1,4300000,16600000,10,571,1,28000000
3282,2,0,1,9800000,34600000,16,754,1,68100000
3283,5,0,0,1100000,3900000,20,858,1,9300000
3284,3,1,1,8600000,21800000,20,641,1,47200000
3285,0,0,1,9400000,35500000,16,592,1,57400000
3286,3,1,1,5300000,20300000,14,432,0,38100000
3287,1,0,1,8700000,33800000,18,558,1,67200000
3288,3,1,1,4800000,14200000,12,547,0,23300000
3289,4,0,0,4400000,9800000,18,732,1,24300000
3290,1,1,1,5400000,19300000,12,784,1,33600000
3291,5,0,1,8400000,31900000,10,605,1,60300000
3292,1,1,1,5400000,19500000,18,688,1,33400000
3293,3,0,1,9400000,32100000,10,617,1,69300000
3294,0,0,1,800000,2400000,4,518,1,4600000
3295,0,0,0,3800000,14800000,10,390,0,25700000
3296,4,1,0,3100000,6300000,4,370,0,24300000
3297,3,0,1,6000000,21300000,4,802,1,38500000
3298,2,0,1,6800000,15500000,12,338,0,41400000
3299,5,0,0,5200000,11700000,6,658,1,30200000
3300,0,0,0,1900000,6700000,12,595,1,12800000
3301,5,1,1,3600000,8500000,20,594,1,22700000
3302,3,1,1,1500000,4100000,14,611,1,9500000
3303,3,0,0,2000000,5800000,8,799,1,12600000
3304,5,1,0,9200000,18600000,20,497,0,36200000
3305,0,0,1,6100000,15900000,18,456,0,51600000
3306,5,0,0,300000,500000,8,396,0,2100000
3307,1,1,0,800000,2300000,10,770,1,5800000
3308,0,0,0,3300000,9000000,16,797,1,23000000
3309,1,0,0,5800000,18700000,20,586,1,38700000
3310,5,0,0,8500000,23400000,16,604,1,70900000
3311,0,0,1,4100000,12800000,8,799,1,16500000
3312,2,1,0,7800000,26400000,4,763,1,33900000
3313,0,1,0,7500000,23000000,14,725,1,41000000
3314,2,1,0,2300000,8800000,18,336,0,9300000
3315,4,1,1,600000,2300000,6,495,0,4600000
3316,1,0,0,2900000,11500000,20,431,0,16400000
3317,5,0,0,900000,2200000,2,415,0,5900000
3318,5,1,1,9000000,20400000,6,451,0,53800000
3319,1,0,0,4800000,14300000,4,489,0,41600000
3320,1,1,0,1600000,4600000,12,415,0,6800000
3321,3,0,0,2600000,8100000,12,425,0,18200000
3322,4,1,1,1800000,4600000,14,453,0,10400000
3323,5,1,1,4400000,11800000,20,634,1,32700000
3324,2,0,0,200000,300000,20,519,0,700000
3325,4,0,1,800000,2100000,6,353,0,5100000
3326,3,1,0,1500000,3200000,4,767,1,7500000
3327,0,0,1,7700000,16900000,14,473,0,61500000
3328,5,1,1,7200000,21300000,2,801,1,39200000
3329,4,1,0,1000000,2300000,16,543,0,3300000
3330,1,1,0,6300000,17200000,12,714,1,47500000
3331,3,1,0,1900000,4100000,12,830,1,13100000
3332,5,1,0,4400000,15300000,4,401,1,25500000
3333,0,0,0,9100000,26400000,6,518,0,57900000
3334,2,1,1,900000,2300000,20,367,0,5900000
3335,0,1,1,4600000,12000000,12,493,0,25000000
3336,2,1,1,9400000,22700000,14,505,0,57100000
3337,5,1,0,6900000,26500000,16,322,0,56800000
3338,2,1,0,300000,900000,8,735,1,1800000
3339,5,1,1,1900000,6700000,2,622,1,10000000
3340,4,1,1,4400000,16400000,6,513,0,31700000
3341,4,0,1,1200000,4100000,16,585,1,5000000
3342,1,1,1,1000000,3000000,10,813,1,7500000
3343,0,1,0,3100000,10400000,18,622,1,15100000
3344,1,1,1,2100000,6300000,16,899,1,11200000
3345,0,0,0,2100000,4700000,2,459,0,14600000
3346,4,1,0,9400000,33300000,18,369,0,65600000
3347,2,0,0,9700000,37700000,6,601,1,39000000
3348,4,1,0,1400000,2700000,18,703,1,8200000
3349,2,0,0,4700000,14600000,20,597,1,35100000
3350,3,0,1,4100000,13300000,10,670,1,26700000
3351,4,0,1,1200000,2800000,6,366,0,9200000
3352,5,0,0,7900000,27800000,16,857,1,63600000
3353,2,0,0,6600000,15000000,16,401,0,47000000
3354,0,0,0,2200000,8800000,4,437,1,14200000
3355,3,0,0,5500000,17600000,8,882,1,37000000
3356,4,1,0,5100000,15500000,8,392,0,35100000
3357,2,0,1,3900000,7700000,10,421,0,33400000
3358,5,1,0,200000,400000,6,722,1,1100000
3359,4,1,0,5800000,14700000,10,692,1,34000000
3360,5,0,0,8300000,20700000,2,537,0,50200000
3361,5,1,1,2600000,5500000,8,676,1,16000000
3362,1,1,0,2100000,8100000,6,817,1,15300000
3363,4,0,0,3900000,10800000,20,433,0,23100000
3364,1,1,1,5200000,16300000,6,524,0,39700000
3365,3,0,1,7800000,24400000,20,490,0,33600000
3366,3,0,1,5400000,14300000,4,595,1,31100000
3367,2,0,0,2900000,11000000,2,835,1,21000000
3368,4,1,0,7100000,28300000,6,850,1,48400000
3369,1,1,1,800000,2500000,4,409,1,6300000
3370,5,1,1,3400000,12800000,10,760,1,29700000
3371,1,1,1,6800000,17600000,14,344,0,36900000
3372,4,1,1,7000000,27100000,12,881,1,44400000
3373,0,1,1,9300000,24500000,10,600,1,58900000
3374,2,1,0,7500000,19900000,10,790,1,42300000
3375,3,1,1,8000000,31200000,20,392,0,37700000
3376,5,1,1,1600000,4100000,2,748,1,7600000
3377,1,1,1,6700000,18800000,6,798,1,38700000
3378,3,0,0,3800000,11400000,4,323,1,23800000
3379,1,0,1,2700000,5400000,6,413,0,15000000
3380,3,1,0,1300000,2900000,8,733,1,11300000
3381,4,0,0,3400000,10500000,16,543,0,23200000
3382,3,1,0,3400000,10900000,14,757,1,17700000
3383,5,1,1,2400000,6800000,8,464,0,14600000
3384,0,0,0,1900000,6900000,4,749,1,12300000
3385,4,1,0,700000,2200000,6,680,1,3300000
3386,1,0,0,6900000,20900000,4,574,1,35200000
3387,5,1,1,300000,800000,18,774,1,1900000
3388,3,0,0,6000000,18700000,10,387,0,42800000
3389,1,0,0,4300000,16400000,20,397,0,28800000
3390,4,1,0,5800000,13500000,14,816,1,51400000
3391,2,1,1,3300000,6700000,8,845,1,21400000
3392,2,0,0,400000,1500000,4,743,1,2700000
3393,5,0,0,300000,600000,4,418,0,1600000
3394,1,0,0,4200000,10700000,6,466,0,33100000
3395,2,0,1,600000,2300000,12,335,0,2900000
3396,5,0,1,4400000,15200000,6,446,0,34200000
3397,0,1,1,9200000,29400000,2,868,1,60300000
3398,2,1,1,6900000,25300000,4,763,1,39400000
3399,5,0,1,5100000,13700000,14,527,0,45100000
3400,4,1,0,3400000,12700000,2,741,1,20800000
3401,4,0,1,8600000,26800000,12,802,1,54000000
3402,3,0,1,9200000,28900000,8,538,0,59500000
3403,5,1,1,4800000,16300000,4,523,1,23900000
3404,4,0,0,2800000,8300000,14,381,0,14900000
3405,1,1,1,3400000,7000000,4,534,0,21700000
3406,5,0,1,800000,2200000,14,574,1,6200000
3407,1,0,0,4100000,11100000,6,405,0,29800000
3408,0,0,0,1900000,3800000,16,542,0,7400000
3409,5,1,1,6700000,25400000,14,820,1,40800000
3410,0,1,0,5200000,13400000,2,505,0,46500000
3411,3,1,1,6700000,16400000,2,508,0,49800000
3412,1,0,1,4700000,15000000,20,835,1,18500000
3413,0,0,0,6000000,22000000,12,826,1,24500000
3414,5,0,1,6500000,18900000,12,427,0,33000000
3415,3,1,0,500000,2000000,12,890,1,3700000
3416,4,0,0,5700000,13300000,2,333,0,32400000
3417,4,0,1,6800000,20000000,12,679,1,64600000
3418,5,0,0,3100000,12300000,18,805,1,15700000
3419,3,0,0,5100000,11000000,16,826,1,30300000
3420,1,0,1,6300000,23900000,10,844,1,42500000
3421,5,1,1,4400000,14100000,10,663,1,30300000
3422,1,0,0,8100000,21900000,6,884,1,54600000
3423,1,0,0,1100000,3700000,2,508,1,3700000
3424,0,1,1,2400000,6900000,4,581,1,19000000
3425,3,1,1,7000000,26300000,12,481,0,52100000
3426,1,1,1,8700000,30000000,12,543,0,77900000
3427,0,0,1,3500000,12600000,10,448,0,17700000
3428,1,1,1,1600000,5300000,4,713,1,9000000
3429,5,0,1,7800000,17300000,16,493,0,30900000
3430,2,0,0,3700000,9200000,10,819,1,23800000
3431,4,1,0,400000,1400000,18,827,1,1400000
3432,0,0,0,4800000,15700000,10,398,0,35800000
3433,0,1,1,2900000,7500000,18,692,1,15000000
3434,5,1,1,5000000,14600000,18,509,0,39000000
3435,0,1,1,7600000,18100000,16,439,0,59100000
3436,1,1,0,3000000,9400000,4,622,1,15700000
3437,3,0,1,200000,700000,18,526,0,1000000
3438,5,0,1,6800000,19000000,8,865,1,48000000
3439,5,0,1,9700000,27400000,2,328,0,48300000
3440,0,1,1,1200000,4200000,4,768,1,9300000
3441,5,0,1,7400000,24000000,16,854,1,40300000
3442,4,1,0,6900000,20800000,4,839,1,28500000
3443,0,0,1,9100000,23300000,18,414,0,60400000
3444,0,1,1,1300000,4700000,16,530,0,8800000
3445,3,1,0,6600000,14600000,10,841,1,48200000
3446,3,0,1,1800000,5700000,14,670,1,14600000
3447,5,0,1,8200000,20900000,14,726,1,50600000
3448,4,0,0,2800000,8300000,14,352,0,18300000
3449,1,1,1,7000000,16000000,4,554,1,56100000
3450,4,1,0,700000,1800000,18,728,1,4500000
3451,0,0,0,7400000,25500000,6,463,0,43100000
3452,5,0,1,2300000,5000000,10,431,0,15600000
3453,1,1,1,600000,1900000,8,445,0,3200000
3454,5,1,0,1000000,3000000,4,896,1,7000000
3455,1,0,1,2200000,5200000,8,420,0,10300000
3456,1,0,0,8000000,30900000,2,315,1,51500000
3457,4,0,0,8600000,20900000,10,867,1,65100000
3458,3,0,1,7500000,26000000,2,342,1,53900000
3459,5,0,1,5200000,11800000,18,711,1,39400000
3460,2,0,0,7900000,20900000,2,723,1,26900000
3461,1,1,1,4200000,11300000,4,704,1,26400000
3462,0,1,0,6500000,20200000,16,842,1,44400000
3463,0,1,1,7400000,15200000,12,600,1,37600000
3464,3,0,0,9100000,25600000,12,688,1,64200000
3465,0,0,0,800000,2300000,16,739,1,4800000
3466,1,1,1,800000,2800000,10,798,1,5500000
3467,5,1,1,4100000,9900000,4,319,0,32500000
3468,5,1,1,4200000,8700000,6,583,1,17800000
3469,3,1,1,4800000,11500000,12,535,0,32600000
3470,3,0,1,8300000,25900000,8,696,1,57200000
3471,4,0,0,7600000,23900000,8,672,1,31000000
3472,4,1,0,5100000,12300000,20,410,0,42700000
3473,5,1,0,3600000,11600000,14,546,0,25600000
3474,3,0,1,5400000,16800000,16,550,1,37500000
3475,5,0,0,700000,1400000,4,344,0,5200000
3476,2,0,1,9800000,38200000,10,743,1,49800000
3477,4,1,0,9700000,36400000,4,772,1,76700000
3478,0,1,1,9400000,29900000,12,302,0,57700000
3479,3,1,1,3200000,9100000,18,376,0,16000000
3480,0,1,1,3700000,11600000,10,747,1,17000000
3481,2,1,1,4200000,15800000,6,710,1,33200000
3482,2,0,0,7000000,24200000,6,892,1,51700000
3483,3,0,0,3200000,11500000,16,492,0,20700000
3484,5,1,0,7900000,17700000,2,559,1,56800000
3485,3,0,0,2200000,8300000,18,314,0,9800000
3486,0,1,1,2700000,8400000,6,744,1,14800000
3487,5,0,0,6800000,18000000,12,690,1,63900000
3488,3,1,1,6300000,23300000,4,347,1,59700000
3489,5,1,1,9000000,31400000,2,677,1,52200000
3490,1,1,0,4700000,15700000,4,468,1,38200000
3491,2,0,0,8100000,17500000,4,674,1,56000000
3492,2,0,0,9000000,27300000,14,353,0,61100000
3493,4,0,0,3800000,14100000,8,727,1,22400000
3494,4,0,1,8800000,22200000,10,512,0,52600000
3495,3,0,1,8700000,27200000,18,454,0,61300000
3496,5,0,0,5000000,12400000,14,315,0,37000000
3497,0,0,1,6000000,22700000,10,480,0,34500000
3498,2,1,1,9100000,24200000,16,685,1,67700000
3499,1,1,0,7400000,17900000,6,460,0,34800000
3500,1,0,1,8300000,28400000,16,704,1,41400000
3501,1,1,1,7600000,23900000,12,692,1,44700000
3502,1,0,1,3500000,9600000,4,398,0,20200000
3503,5,1,1,1000000,3500000,18,882,1,4900000
3504,5,1,1,9900000,25900000,4,860,1,51400000
3505,2,1,1,5700000,15100000,18,330,0,32500000
3506,5,1,0,700000,2400000,16,447,0,5400000
3507,0,0,1,9600000,23800000,12,788,1,55900000
3508,1,0,0,9300000,28900000,6,526,0,43400000
3509,0,1,0,9500000,28400000,18,577,1,60800000
3510,4,1,1,8700000,23400000,16,372,0,50300000
3511,5,1,1,7300000,21000000,14,759,1,54600000
3512,3,1,1,4100000,12700000,10,465,0,25600000
3513,2,1,0,2900000,10200000,4,789,1,15000000
3514,3,1,1,7500000,17900000,2,680,1,50100000
3515,1,1,0,7900000,25700000,20,681,1,44800000
3516,1,1,1,6900000,22300000,16,673,1,47800000
3517,0,0,0,6900000,22900000,10,313,0,49100000
3518,0,0,0,4800000,18800000,16,551,1,40100000
3519,5,1,1,7700000,24400000,8,453,0,41100000
3520,3,0,0,6900000,22700000,4,650,1,36200000
3521,1,0,0,1200000,4500000,4,439,1,9100000
3522,1,1,0,2900000,9600000,4,658,1,22200000
3523,4,1,1,5500000,18900000,6,379,0,44600000
3524,4,1,1,3200000,10700000,4,450,1,20300000
3525,5,0,0,2600000,8200000,4,849,1,21000000
3526,0,1,0,500000,1600000,18,865,1,3000000
3527,0,1,0,1800000,6900000,10,853,0,6700000
3528,0,0,0,1300000,4900000,12,555,1,9400000
3529,1,0,0,9900000,20700000,20,821,1,70100000
3530,0,0,0,2000000,4700000,2,820,1,14300000
3531,1,0,0,5100000,15300000,4,721,1,34300000
3532,4,1,1,8200000,24000000,20,831,1,56200000
3533,5,0,0,4200000,12600000,18,571,1,30000000
3534,2,0,1,1300000,4900000,8,582,1,9000000
3535,1,0,1,4600000,13600000,18,487,0,40600000
3536,1,0,0,6600000,19700000,12,758,1,48700000
3537,2,1,1,8300000,30100000,16,636,1,50600000
3538,0,1,0,6900000,20700000,16,857,1,54200000
3539,4,1,1,4700000,12500000,8,678,1,30700000
3540,1,1,0,7900000,15800000,8,551,1,31300000
3541,3,0,0,8800000,24900000,16,668,1,74400000
3542,1,1,0,6500000,23400000,2,672,1,39700000
3543,3,0,0,3500000,13700000,4,439,1,25400000
3544,2,0,1,8200000,19600000,16,636,1,53300000
3545,0,0,1,2000000,6000000,14,393,0,11700000
3546,5,0,0,2700000,8200000,2,848,1,15700000
3547,0,1,1,5300000,17600000,4,790,1,39600000
3548,2,0,0,9900000,19900000,6,312,0,66000000
3549,2,0,1,5000000,19500000,14,775,1,24200000
3550,2,0,0,9100000,18600000,20,403,0,59600000
3551,3,0,1,7600000,26400000,14,867,1,45200000
3552,0,1,0,5200000,17800000,18,558,1,29800000
3553,5,1,0,1800000,6000000,4,548,1,12900000
3554,0,0,0,7300000,28200000,16,486,0,48200000
3555,4,1,0,3200000,11600000,6,635,1,18300000
3556,5,1,0,5200000,20700000,2,538,1,23400000
3557,4,0,0,7100000,28200000,14,496,0,49500000
3558,4,1,1,1400000,4800000,6,411,0,7700000
3559,4,0,0,2700000,10700000,6,857,1,22600000
3560,5,1,1,6500000,18100000,10,360,0,52600000
3561,4,1,0,9300000,35900000,18,461,0,60100000
3562,0,1,1,6700000,14900000,16,638,1,40600000
3563,5,1,0,6800000,19300000,6,865,1,44100000
3564,5,0,0,5600000,13600000,4,449,0,34700000
3565,1,0,1,1900000,4700000,2,870,1,13200000
3566,5,0,0,8400000,19500000,6,815,1,39000000
3567,2,0,1,2500000,7200000,16,454,0,14400000
3568,1,0,1,2900000,9900000,18,783,1,15000000
3569,3,1,1,3200000,7400000,2,543,0,23900000
3570,4,0,1,3000000,10900000,2,786,1,22100000
3571,3,1,1,800000,2500000,20,395,0,3900000
3572,2,0,1,400000,1300000,2,885,1,2100000
3573,2,0,0,4400000,10600000,20,488,0,31000000
3574,2,0,1,8700000,19900000,10,829,1,46600000
3575,4,0,0,7400000,15400000,6,677,1,71800000
3576,4,0,1,5700000,14400000,12,645,1,40700000
3577,5,0,1,9700000,27600000,10,788,1,54900000
3578,2,0,0,7000000,22400000,6,649,1,48800000
3579,2,0,0,8900000,23100000,4,519,0,53200000
3580,3,1,1,3100000,11200000,14,772,1,19600000
3581,4,1,0,2200000,6100000,12,330,0,15600000
3582,5,0,1,7100000,21500000,4,557,1,47300000
3583,4,1,1,8200000,19000000,6,334,0,70100000
3584,3,1,1,9800000,28400000,12,487,0,66200000
3585,2,1,1,3900000,9700000,8,539,0,25000000
3586,2,1,1,2200000,8100000,8,710,1,11700000
3587,5,0,1,600000,1700000,20,879,1,4200000
3588,4,0,1,6900000,22000000,10,512,0,39700000
3589,2,1,1,7400000,27300000,18,561,1,49700000
3590,3,0,1,4000000,11600000,6,539,0,25300000
3591,3,0,1,700000,2000000,18,544,0,4000000
3592,2,0,1,1900000,4600000,16,631,1,13100000
3593,2,1,0,2200000,6800000,20,546,0,11500000
3594,1,1,1,2000000,5600000,14,569,1,15600000
3595,4,0,0,7400000,17900000,6,384,0,52800000
3596,2,0,1,2300000,9000000,6,583,1,15200000
3597,5,0,1,4000000,15500000,12,517,0,16200000
3598,3,1,1,1500000,5800000,18,420,0,8200000
3599,2,0,1,5200000,12900000,18,644,1,24900000
3600,2,1,0,5400000,14500000,8,349,0,43300000
3601,3,1,0,7700000,25300000,18,662,1,43800000
3602,0,0,1,1900000,6400000,20,704,1,11500000
3603,4,0,1,6400000,15500000,2,324,0,47900000
3604,5,1,0,700000,1700000,18,757,1,4800000
3605,3,1,1,5800000,23000000,16,361,0,41900000
3606,1,1,0,1800000,5400000,4,415,1,13800000
3607,5,1,1,4300000,13800000,18,618,1,26800000
3608,4,1,0,8000000,27100000,8,524,0,61800000
3609,0,0,0,1100000,4100000,18,887,1,5600000
3610,2,0,1,8800000,31100000,12,729,1,46000000
3611,4,1,0,4800000,18600000,14,774,1,35800000
3612,0,0,1,200000,700000,20,724,1,1400000
3613,5,1,1,1400000,2700000,16,320,0,8100000
3614,5,1,0,2500000,6400000,16,590,1,16400000
3615,5,1,0,8100000,25300000,8,796,1,57800000
3616,0,1,1,6100000,19200000,6,890,1,44100000
3617,0,0,1,2000000,4600000,16,651,1,13300000
3618,4,0,0,4800000,10100000,12,634,1,31400000
3619,4,1,1,900000,2800000,2,660,1,5900000
3620,4,0,0,1300000,3500000,12,512,0,8600000
3621,4,0,1,4200000,9100000,2,900,1,28800000
3622,2,1,1,3300000,11100000,20,823,1,20700000
3623,2,0,1,8700000,28400000,12,880,1,33600000
3624,1,0,1,800000,2600000,2,439,1,2800000
3625,5,1,1,7400000,17100000,2,441,0,47700000
3626,3,0,0,6900000,18500000,6,360,0,42400000
3627,1,1,1,8800000,33700000,14,561,1,54900000
3628,2,1,1,8600000,32500000,4,758,1,46400000
3629,2,1,0,5400000,20600000,18,621,1,30500000
3630,4,1,1,2900000,5900000,18,621,1,15300000
3631,3,1,0,9800000,21000000,12,342,0,75900000
3632,4,1,0,3300000,10800000,4,552,1,17000000
3633,0,0,0,300000,500000,18,376,0,1400000
3634,0,1,0,1500000,4300000,12,801,1,11000000
3635,3,0,1,5400000,16300000,4,512,1,24100000
3636,0,1,0,6600000,15200000,18,497,0,32200000
3637,0,1,0,5700000,17200000,8,386,0,28600000
3638,3,0,1,8500000,26100000,2,683,1,46800000
3639,0,1,0,7400000,24100000,16,779,1,37500000
3640,3,0,1,7800000,17700000,6,876,1,66700000
3641,3,1,1,7200000,16500000,18,515,0,42000000
3642,2,0,0,7600000,19300000,12,463,0,32500000
3643,4,0,1,7000000,26700000,4,486,1,47600000
3644,0,0,0,5700000,13000000,6,328,0,44200000
3645,2,0,0,8200000,30600000,10,343,0,45200000
3646,0,1,1,9000000,27800000,8,712,1,37800000
3647,3,0,0,3900000,11900000,6,607,1,23400000
3648,0,1,0,6500000,16200000,4,812,1,54300000
3649,4,0,1,2300000,7700000,16,589,1,19000000
3650,1,0,0,5700000,21800000,18,657,1,42300000
3651,4,0,0,800000,2800000,12,453,0,5300000
3652,4,0,1,8400000,19700000,14,889,1,62300000
3653,1,1,1,4300000,17200000,4,564,1,30700000
3654,1,0,1,300000,900000,20,419,0,1700000
3655,1,1,0,8700000,34000000,16,663,1,42000000
3656,1,0,0,4400000,12100000,4,884,1,37300000
3657,1,1,1,5600000,16800000,16,528,0,30200000
3658,2,1,0,600000,1300000,12,475,0,4100000
3659,4,0,1,2500000,5100000,20,695,1,15400000
3660,5,0,0,3800000,10500000,10,759,1,21900000
3661,2,0,0,2500000,9600000,4,636,1,11200000
3662,3,0,1,5500000,20400000,10,546,0,36300000
3663,5,1,1,4500000,17100000,2,639,1,36600000
3664,4,0,0,1900000,4000000,10,388,0,8400000
3665,5,1,1,6400000,20000000,12,594,1,24200000
3666,1,0,1,3800000,11100000,6,760,1,18300000
3667,4,0,1,6300000,16900000,16,582,1,49300000
3668,3,0,0,300000,600000,6,896,1,1700000
3669,5,0,1,7100000,21800000,18,891,1,30600000
3670,2,0,1,600000,1700000,2,495,0,3600000
3671,3,1,1,4400000,15300000,16,865,1,28000000
3672,4,0,0,7600000,20800000,12,775,1,41100000
3673,5,1,1,8700000,26400000,10,318,0,47100000
3674,3,1,1,5600000,12700000,12,395,0,45900000
3675,4,0,0,4100000,13100000,14,772,1,29700000
3676,2,0,1,7900000,16100000,18,318,0,59400000
3677,3,0,1,5600000,20900000,14,649,1,35900000
3678,3,0,0,1200000,3100000,10,438,0,8600000
3679,5,1,0,6900000,19700000,6,588,1,41700000
3680,5,0,0,2700000,5600000,2,815,1,12800000
3681,4,1,1,9800000,22100000,4,364,0,61700000
3682,2,0,0,9300000,32300000,4,586,1,68100000
3683,4,0,0,6700000,25300000,12,555,1,48900000
3684,4,1,0,1300000,4600000,10,312,0,6300000
3685,2,1,1,7900000,17100000,16,605,1,65600000
3686,5,0,0,6700000,23200000,18,672,1,34500000
3687,2,0,1,2100000,4500000,18,591,1,10000000
3688,4,1,1,4700000,11000000,4,321,0,26700000
3689,2,1,0,3700000,13400000,16,393,0,24700000
3690,0,1,1,5800000,21800000,2,561,1,30800000
3691,5,1,1,2400000,6900000,20,725,1,13300000
3692,1,0,1,8100000,27600000,16,438,0,51700000
3693,5,1,1,5400000,21400000,12,399,0,32900000
3694,0,1,0,1400000,5400000,8,592,1,9600000
3695,2,0,0,2500000,8600000,8,835,1,15500000
3696,0,0,1,1600000,5300000,4,733,1,9100000
3697,0,0,0,3700000,10600000,20,484,0,24500000
3698,5,0,1,500000,1800000,20,615,1,2600000
3699,3,0,1,5300000,19500000,4,591,1,45600000
3700,0,1,1,2800000,6800000,12,349,0,18600000
3701,1,1,1,9600000,29900000,18,478,0,81300000
3702,4,1,0,2200000,7800000,20,633,1,14200000
3703,1,0,1,8400000,30900000,8,378,0,56600000
3704,1,0,0,2100000,5300000,20,461,0,15100000
3705,2,0,1,2800000,7000000,2,834,1,12800000
3706,0,0,0,2500000,5800000,20,671,1,17400000
3707,3,1,1,1700000,5800000,10,524,0,14400000
3708,3,1,0,6100000,20700000,4,816,1,50400000
3709,3,1,0,4100000,11700000,10,729,1,30600000
3710,5,0,1,4500000,12700000,8,307,0,30100000
3711,2,1,1,5600000,19100000,8,350,0,22300000
3712,3,0,1,5800000,16600000,10,444,0,42700000
3713,4,0,0,8600000,26700000,10,895,1,40500000
3714,2,1,0,2900000,10500000,20,708,1,16800000
3715,2,0,1,8300000,17600000,2,355,0,36900000
3716,5,0,0,2400000,5100000,6,756,1,10400000
3717,4,1,0,5600000,12000000,4,719,1,26400000
3718,1,1,1,9500000,35400000,14,439,0,35300000
3719,4,0,1,4900000,15900000,10,668,1,36800000
3720,4,0,1,5900000,16500000,2,765,1,45900000
3721,5,1,1,500000,1500000,4,476,1,2200000
3722,3,1,0,7000000,21700000,14,781,1,42800000
3723,1,0,0,3500000,12700000,4,350,1,26700000
3724,0,1,0,5200000,12200000,16,783,1,23500000
3725,3,1,1,6300000,19900000,12,770,1,22900000
3726,2,0,0,8400000,28300000,10,822,1,55200000
3727,1,0,1,7500000,22500000,14,469,0,42600000
3728,2,1,0,3300000,13000000,16,300,0,21900000
3729,2,0,0,8800000,22400000,14,692,1,56300000
3730,5,1,0,200000,700000,18,707,1,700000
3731,5,0,1,8000000,29100000,4,658,1,52600000
3732,3,1,0,1000000,4000000,6,625,1,4100000
3733,1,1,0,9400000,26700000,10,343,0,51900000
3734,5,1,0,2100000,7300000,18,358,0,16300000
3735,4,1,1,5400000,11500000,20,705,1,38000000
3736,2,1,1,4700000,15100000,8,799,1,27600000
3737,3,1,0,8800000,33700000,12,397,0,64300000
3738,5,1,0,3200000,12200000,6,493,0,22700000
3739,0,1,1,7200000,21900000,4,446,1,60700000
